,utterance,pred_idx,pred_values
622,leave carried,150,leave.leave_guidelines
623,agency staff,150,leave.leave_guidelines
624,make sure db lan connected,150,leave.leave_guidelines
625,submit request hire cf,150,leave.leave_guidelines
626,link decline,150,leave.leave_guidelines
627,free open source software license scan,150,leave.leave_guidelines
628,link cm,150,leave.leave_guidelines
629,tell cf,150,leave.leave_guidelines
630,dont dare reject new role given,150,leave.leave_guidelines
631,transition,150,leave.leave_guidelines
632,bank support decide move new role outside db,150,leave.leave_guidelines
633,support bank providing staff taking new role,150,leave.leave_guidelines
634,reskilling plan cso,150,leave.leave_guidelines
635,training skill employee,150,leave.leave_guidelines
636,skill plan job function,150,leave.leave_guidelines
637,skill prog cso,150,leave.leave_guidelines
638,skill staff,150,leave.leave_guidelines
639,skill stay relevant want build career,150,leave.leave_guidelines
640,skill need stay relevant,150,leave.leave_guidelines
641,still physical branch future,150,leave.leave_guidelines
642,happens branch start future work,150,leave.leave_guidelines
643,role affected due for,150,leave.leave_guidelines
644,got accident working home,150,leave.leave_guidelines
645,manager find u start discussion comp letter,150,leave.leave_guidelines
646,manager start approach u talk comp letter,150,leave.leave_guidelines
647,join colleague health team challenge started,150,leave.leave_guidelines
648,hit daily step 10000 per day,150,leave.leave_guidelines
649,top health team sg,150,leave.leave_guidelines
650,install outlook mobile,150,leave.leave_guidelines
651,joining team health,150,leave.leave_guidelines
652,benefit registering early health,150,leave.leave_guidelines
653,prize early bird health,150,leave.leave_guidelines
654,use peoplehub,150,leave.leave_guidelines
655,nominated wellness warrior,150,leave.leave_guidelines
656,temp worker employment check,150,leave.leave_guidelines
657,pe check temp worker,150,leave.leave_guidelines
658,ranking tier health reward point,150,leave.leave_guidelines
659,ranking health reward,150,leave.leave_guidelines
660,get health point,150,leave.leave_guidelines
661,pc worker sla,150,leave.leave_guidelines
662,pc worker time taken,150,leave.leave_guidelines
663,sla ac worker,150,leave.leave_guidelines
664,sla ac worker,150,leave.leave_guidelines
665,long contract worker take come,150,leave.leave_guidelines
666,find info health reward point,150,leave.leave_guidelines
667,worker require po,150,leave.leave_guidelines
668,purchase acquisition cm,150,leave.leave_guidelines
669,offshore resource tagging,150,leave.leave_guidelines
670,location tagging offshore cf,150,leave.leave_guidelines
671,location tagging contract staff,150,leave.leave_guidelines
672,join number health challenge,150,leave.leave_guidelines
673,contract staff tagged,150,leave.leave_guidelines
674,keen join one habit challenge,150,leave.leave_guidelines
675,approval instruction cm,150,leave.leave_guidelines
676,many healthy health challenge,150,leave.leave_guidelines
677,expense submission cf,150,leave.leave_guidelines
678,transport allowance cf,150,leave.leave_guidelines
679,health challenge,150,leave.leave_guidelines
680,timeshift guide ac worker,150,leave.leave_guidelines
681,contract staff submit timeshift,150,leave.leave_guidelines
682,want send hi five health friend,150,leave.leave_guidelines
683,want send hi5 health friend,150,leave.leave_guidelines
684,worker submit timeshift,150,leave.leave_guidelines
685,health app function,150,leave.leave_guidelines
686,health app,150,leave.leave_guidelines
687,share step connecting fitbit health,150,leave.leave_guidelines
688,managed service staff application,150,leave.leave_guidelines
689,requesting non syllable worker,150,leave.leave_guidelines
690,want change profile name health,150,leave.leave_guidelines
691,ac worker resigning,150,leave.leave_guidelines
692,extend contract staff,150,leave.leave_guidelines
693,use health,150,leave.leave_guidelines
694,keep contract worker longer,150,leave.leave_guidelines
695,hiring pc worker,150,leave.leave_guidelines
696,want participate db staff promo,150,leave.leave_guidelines
697,yearly db staff cash gift promotion,150,leave.leave_guidelines
698,resignation impact internal mobility,150,leave.leave_guidelines
699,account charged service fee,150,leave.leave_guidelines
700,able back date leave application,150,leave.leave_guidelines
701,any holiday,150,leave.leave_guidelines
702,car allowance md,150,leave.leave_guidelines
703,vehicle allowance,150,leave.leave_guidelines
704,sending back direct report ki,150,leave.leave_guidelines
705,appraisal,150,leave.leave_guidelines
706,service offered health,150,leave.leave_guidelines
707,pf nomination form,150,leave.leave_guidelines
708,part time long leave policy,150,leave.leave_guidelines
709,report case issue released daycare center,150,leave.leave_guidelines
710,ambulance service available emergency,150,leave.leave_guidelines
711,doctor availability site,150,leave.leave_guidelines
712,visiting hour doctor maverick,150,leave.leave_guidelines
713,doctor site,150,leave.leave_guidelines
714,contact case issue released bench lib,150,leave.leave_guidelines
715,static application security testing,150,leave.leave_guidelines
716,lib,150,leave.leave_guidelines
717,what eap,150,leave.leave_guidelines
718,need mandatory learning,150,leave.leave_guidelines
719,performance development guide,150,leave.leave_guidelines
720,leave apply ph saturday,150,leave.leave_guidelines
721,dividend share come month salary,150,leave.leave_guidelines
722,deadline take carry forward annual leave,150,leave.leave_guidelines
723,corporate card application form,150,leave.leave_guidelines
724,share enrolment,150,leave.leave_guidelines
725,set digital token,150,leave.leave_guidelines
726,dependent travel overseas,150,leave.leave_guidelines
727,working sunday,150,leave.leave_guidelines
728,contract temp staff 55,150,leave.leave_guidelines
729,probation,150,leave.leave_guidelines
730,db share plan,150,leave.leave_guidelines
731,five five,150,leave.leave_guidelines
732,cm tree,150,leave.leave_guidelines
733,remove user access,150,leave.leave_guidelines
734,refer friend work db,150,leave.leave_guidelines
735,enquiry,150,leave.leave_guidelines
736,boarding new hire staff pas,150,leave.leave_guidelines
737,annual leave calculator,150,leave.leave_guidelines
738,change contribution amount share,150,leave.leave_guidelines
739,performance,150,leave.leave_guidelines
740,enroll share,150,leave.leave_guidelines
741,bu authorized,150,leave.leave_guidelines
742,system variable,150,leave.leave_guidelines
743,advanced system setting,150,leave.leave_guidelines
744,take bonus,150,leave.leave_guidelines
745,vest share,150,leave.leave_guidelines
746,corporate card application,150,leave.leave_guidelines
747,share transition,150,leave.leave_guidelines
748,new promotes,150,leave.leave_guidelines
749,non compliance volunteer leave,150,leave.leave_guidelines
750,hr circular,150,leave.leave_guidelines
751,number reach asked,150,leave.leave_guidelines
752,cannot access recruiting hub,150,leave.leave_guidelines
753,lost staff pas,150,leave.leave_guidelines
754,hr hk,150,leave.leave_guidelines
755,petrol claim,150,leave.leave_guidelines
756,petrol claim,150,leave.leave_guidelines
757,hr policy claim,150,leave.leave_guidelines
758,tech hub,150,leave.leave_guidelines
759,reporting line change,150,leave.leave_guidelines
760,rental reimbursement contact phone,150,leave.leave_guidelines
761,rental reimbursement contact,150,leave.leave_guidelines
762,received performance bonus,150,leave.leave_guidelines
763,working hour friday,150,leave.leave_guidelines
764,enroll share,150,leave.leave_guidelines
765,apply block leave,150,leave.leave_guidelines
766,impact change contribution share,150,leave.leave_guidelines
767,onetap authentication failed,150,leave.leave_guidelines
768,public holiday saturday,150,leave.leave_guidelines
769,ir8a,150,leave.leave_guidelines
770,blackberry application access denied,150,leave.leave_guidelines
771,hr number,150,leave.leave_guidelines
772,endash,150,leave.leave_guidelines
773,apply lieu,150,leave.leave_guidelines
774,staff promotion,150,leave.leave_guidelines
775,view outside appointment people hub,150,leave.leave_guidelines
776,cannot receive share enrollment email,150,leave.leave_guidelines
777,new hire entitled share plan,150,leave.leave_guidelines
778,new joined entitled join plan,150,leave.leave_guidelines
779,apply corp card,150,leave.leave_guidelines
780,share entitlement,150,leave.leave_guidelines
781,salary slip,150,leave.leave_guidelines
782,check truncation system,150,leave.leave_guidelines
783,hr email,150,leave.leave_guidelines
784,change amount share throughout year,150,leave.leave_guidelines
785,calculate share transition allowance,150,leave.leave_guidelines
786,board role,150,leave.leave_guidelines
787,check so transition allowance end,150,leave.leave_guidelines
788,annual leave carryover,150,leave.leave_guidelines
789,experience letter download,150,leave.leave_guidelines
790,hip mobility,150,leave.leave_guidelines
791,promoted,150,leave.leave_guidelines
792,family leave calculation,150,leave.leave_guidelines
793,endash leave resign,150,leave.leave_guidelines
794,alive app,150,leave.leave_guidelines
795,db share detail updated,150,leave.leave_guidelines
796,big4 fd advice,150,leave.leave_guidelines
797,aws cli,150,leave.leave_guidelines
798,db force good policy,150,leave.leave_guidelines
799,see guided minimum salary weekday,150,leave.leave_guidelines
800,hr intervention manager stats,150,leave.leave_guidelines
801,hello contractor db wanna request employer consent letter investment fund,150,leave.leave_guidelines
802,hr interference manager rating,150,leave.leave_guidelines
803,employment related personnel,150,leave.leave_guidelines
804,working dept,150,leave.leave_guidelines
805,blackberry em 1bank id working,150,leave.leave_guidelines
806,share eligibility,150,leave.leave_guidelines
807,query contribution history share plan,150,leave.leave_guidelines
808,2021 goal setting,150,leave.leave_guidelines
809,db secure mobile app,150,leave.leave_guidelines
810,db special deal,150,leave.leave_guidelines
811,allocated childcare leave maternity leave,150,leave.leave_guidelines
812,start new,150,leave.leave_guidelines
813,wet claim,150,leave.leave_guidelines
814,reno loan staff rate,150,leave.leave_guidelines
815,carried forward leave,150,leave.leave_guidelines
816,email address ask hr,150,leave.leave_guidelines
817,year end compensation review,150,leave.leave_guidelines
818,lieu validity,150,leave.leave_guidelines
819,goal setting,150,leave.leave_guidelines
820,apply share,150,leave.leave_guidelines
821,office opening hour,150,leave.leave_guidelines
822,bfc opening hour,150,leave.leave_guidelines
823,hip,150,leave.leave_guidelines
824,2018 compensation letter,150,leave.leave_guidelines
825,past compensation letter,150,leave.leave_guidelines
826,hi play him apology havent well day didnt get chance show finished program earlier week wanted know youre free time friday take look,150,leave.leave_guidelines
827,sign error,150,leave.leave_guidelines
828,want tell push,150,leave.leave_guidelines
829,analyst bonus chart,150,leave.leave_guidelines
830,analyst vp bonus,150,leave.leave_guidelines
831,many day compassionate leave,150,leave.leave_guidelines
832,dash share,150,leave.leave_guidelines
833,monthly allowance,150,leave.leave_guidelines
834,view pay slip,150,leave.leave_guidelines
835,notification period,150,leave.leave_guidelines
836,resignation notification period,150,leave.leave_guidelines
837,share guideline,150,leave.leave_guidelines
838,vested share,150,leave.leave_guidelines
839,staff benefit home loan,150,leave.leave_guidelines
840,rate,150,leave.leave_guidelines
841,harm,150,leave.leave_guidelines
842,broker fee,150,leave.leave_guidelines
843,remove reporting line,150,leave.leave_guidelines
844,sell stock garden leave,150,leave.leave_guidelines
845,payment advice form,150,leave.leave_guidelines
846,payment advice,150,leave.leave_guidelines
847,annual guaranteed cash,150,leave.leave_guidelines
848,health benefit spouse,150,leave.leave_guidelines
849,mental health,150,leave.leave_guidelines
850,lunch,150,leave.leave_guidelines
